Manufacturer,Mark,price,Engine_capacity,Gearbox,Hurd,Type,Color,Year_of_manufacture,Year_of_entry,Engine,Interior_color,Leasing,Drive,Mileage,Conditions,Gate
Subaru,Exiga,16000000,2.0,Автомат,Буруу,Гэр бүлийн,Хар,2011,2020,Бензин,Хар,Лизинггүй,Урдаа FWD,160000,Дугаар авсан,5
Toyota,Hilux,178000000,2.7,Автомат,Буруу,Жийп,Хар,2005,2021,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,170000,Дугаар авсан,5
Автомашин зарна,Бусад,20000000,0.4,Автомат,Зөв,Суудлын тэрэг,Сувдан цагаан,2023,2023,Цахилгаан,Цагаан шар,Лизинггүй,Бүх дугуй 4WD,0,Дугаар аваагүй,5
Subaru,XV Crosstrek,23000000,2.0,Автомат,Буруу,Суудлын тэрэг,Цэнхэр,2014,2023,Хайбрид,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,150000,Дугаар авсан,5
Kia,Optima/K5,25000000,1.6,Автомат,Зөв,Суудлын тэрэг,Хар,2022,2023,Бензин,Хар,Лизинггүй,Урдаа FWD,17000,Дугаар аваагүй,4
Toyota,Land Cruiser 200,158000000,4.0,Автомат,Зөв,Жийп,Шар,2018,2018,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,92000,Дугаар авсан,5
Toyota,Highlander,34000000,3.5,Автомат,Зөв,Жийп,Цайвар цэнхэр,2019,2022,Хайбрид,Саарал,Лизинггүй,Бүх дугуй 4WD,49000,Дугаар авсан,5
Lexus,NX,75000000,2.0,Автомат,Буруу,Жийп,Цагаан,2014,2023,Бензин,Хар,Банкны лизингтэй,Урдаа FWD,180000,Дугаар авсан,5
Toyota,"Prius 40, 41",26000000,1.8,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2012,2022,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,20000,Дугаар авсан,5
Toyota,Prius 30,21000000,1.7,Автомат,Буруу,Суудлын тэрэг,Цагаан,2011,2022,Бензин,Хар,Лизинггүй,Урдаа FWD,196000,Дугаар авсан,5
Lexus,RX,122000000,3.5,Автомат,Зөв,Жийп,Хар,2016,2020,Бензин,Бор,Лизинггүй,Бүх дугуй 4WD,135000,Дугаар авсан,5
Toyota,Prius 30,20300000,1.8,Автомат,Буруу,Суудлын тэрэг,Цагаан,2009,2016,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,215000,Дугаар авсан,4
Ford,F-сери,25000000,4.2,Механик,Зөв,Жийп,Цагаан,2007,2012,Дизель,Шаргал,Лизинггүй,Бүх дугуй 4WD,50000,Дугаар авсан,4
Lexus,RX,47000000,3.5,Автомат,Буруу,Жийп,Хар,2010,2023,Хайбрид,Хар,Банкны лизингтэй,Урдаа FWD,116000,Дугаар аваагүй,5
Mercedes-Benz,S-Class,140000000,3.2,Автомат,Зөв,Суудлын тэрэг,Сувдан цагаан,1995,2021,Бензин,Хар,Лизинггүй,Хойноо RWD,90000,Дугаар авсан,4
Toyota,Harrier,37800000,3.3,Автомат,Буруу,Гэр бүлийн,Цайвар цэнхэр,2008,2017,Хайбрид,Хар,Лизинггүй,Урдаа FWD,250000,Дугаар авсан,5
Subaru,Forester,23000000,2.0,Автомат,Буруу,Жийп,Хар саарал,2012,2022,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,180000,Дугаар авсан,4
Toyota,Land Cruiser 200,105000000,5.4,Автомат,Зөв,Жийп,Улбар шар,2018,2018,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,187,Дугаар авсан,5
Toyota,Mark,6000000,2.0,Автомат,Буруу,Суудлын тэрэг,Саарал,1998,2002,Бензин,Саарал,Лизинггүй,Хойноо RWD,200000,Дугаар аваагүй,5
Toyota,Land Cruiser Prado,145000000,2.7,Автомат,Буруу,Жийп,Сувдан цагаан,2008,2020,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,160000,Дугаар авсан,5
Kia,Бусад,95000000,3.0,Механик,Зөв,Суудлын тэрэг,Цэнхэр,2010,2023,Дизель,Саарал,Лизинггүй,Хойноо RWD,160000,Дугаар авсан,2
Toyota,"Prius 40, 41",22500000,1.8,Автомат,Буруу,Суудлын тэрэг,Цагаан,2011,2020,Хайбрид,Хар,Лизинггүй,Урдаа FWD,1250884,Дугаар авсан,5
Lexus,RX,165000000,3.4,Автомат,Зөв,Жийп,Шар,2018,2022,Бензин,Шаргал,Хувь лизингтэй,Бүх дугуй 4WD,47100,Дугаар авсан,5
Toyota,Aqua,15600000,1.3,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2013,2021,Бензин,Бусад,Лизинггүй,Урдаа FWD,185000,Дугаар авсан,5
Toyota,Vanguard ,29500000,2.4,Автомат,Буруу,Жийп,Цагаан,2010,2020,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,99500,Дугаар авсан,5
Samsung,QM,68000000,2.0,Автомат,Зөв,Жийп,Цагаан,2023,2023,Бензин,Бор,ББСБ лизингтэй,Урдаа FWD,0,Шинэ,5
Toyota,Harrier,39000000,3.3,Автомат,Буруу,Жийп,Хар,2007,2017,Хайбрид,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,250000,Дугаар авсан,4
Nissan,Vanette,14000000,1.8,Автомат,Буруу,Суудлын тэрэг,Цагаан,2010,2022,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,115000,Дугаар авсан,4
Toyota,Crown,29800000,3.0,Автомат,Буруу,Суудлын тэрэг,Хөх,2001,2013,Бензин,Бор,Лизинггүй,Урдаа FWD,170000,Дугаар авсан,4
Lexus,IS,17000000,2.5,Автомат,Буруу,Суудлын тэрэг,Хар,2013,2022,Хайбрид,Бусад,ББСБ лизингтэй,Хойноо RWD,158000,Дугаар авсан,4
Mitsubishi,Pajero,50000000,2.9,Автомат,Буруу,Жийп,Бор,2011,2021,Бензин,Бор,Лизинггүй,Бүх дугуй 4WD,194,Дугаар авсан,5
Toyota,Prius 30,16000000,1.7,Автомат,Буруу,Суудлын тэрэг,Бусад,2010,2019,Хайбрид,Бусад,ББСБ лизингтэй,Урдаа FWD,245,Дугаар авсан,4
Toyota,"Prius 40, 41",34000000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2023,Хайбрид,Саарал,Банкны лизингтэй,Урдаа FWD,200000,Дугаар аваагүй,5
Toyota,Highlander,84000000,3.5,Автомат,Зөв,Жийп,Цагаан,2018,2023,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,160000,Дугаар аваагүй,4
Toyota,Kluger,89000000,3.3,Автомат,Буруу,Жийп,Хар,2015,2020,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,1280000,Дугаар авсан,5
Nissan,X-Trail,25500000,2.0,Автомат,Буруу,Жийп,Цагаан,2010,2019,Бензин,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,180000,Дугаар авсан,5
Lexus,LX,255000000,5.7,Автомат,Зөв,Жийп,Хар,2018,2018,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,100000,Дугаар авсан,5
Toyota,Prius 30,17800000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2010,2023,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,134000,Дугаар аваагүй,5
Lexus,LX,300000000,5.7,Автомат,Зөв,Жийп,Хар,2012,2012,Бензин,Шаргал,ББСБ лизингтэй,Бүх дугуй 4WD,73406,Дугаар авсан,5
Toyota,"Prius 40, 41",25800000,1.5,Автомат,Буруу,Гэр бүлийн,Саарал,2011,2022,Бензин,Саарал,Лизинггүй,Урдаа FWD,90000,Дугаар авсан,4
Lexus,RX,29000000,3.3,Автомат,Зөв,Жийп,Саарал,2007,2014,Хайбрид,Хар,Лизинггүй,Бүх дугуй 4WD,125000,Дугаар авсан,5
Toyota,Prius 20,15500000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2008,2023,Бензин,Хар,Банкны лизингтэй,Урдаа FWD,100000,Дугаар авсан,5
Toyota,Harrier,39000000,2.0,Автомат,Буруу,Жийп,Цагаан,2015,2023,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,96000,Дугаар аваагүй,5
Toyota,Prius 30,25300000,1.8,Автомат,Буруу,Суудлын тэрэг,Улаан,2010,2022,Бензин,Хар,Банкны лизингтэй,Урдаа FWD,229000,Дугаар авсан,4
Toyota,Prius 30,25000000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2010,2020,Хайбрид,Хар,Лизинггүй,Урдаа FWD,1234,Дугаар авсан,4
Toyota,Alphard,38500000,2.4,Автомат,Буруу,Гэр бүлийн,Саарал,2006,2017,Хайбрид,Шаргал,Лизинггүй,Бүх дугуй 4WD,205736,Дугаар авсан,5
Toyota,Harrier,21000000,2.5,Автомат,Буруу,Жийп,Хар,2016,2023,Хайбрид,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,120000,Дугаар авсан,5
Toyota,Prius 30,16500000,1.7,Автомат,Буруу,Суудлын тэрэг,Хар,2011,2022,Бензин,Хар,Лизинггүй,Урдаа FWD,156000,Дугаар авсан,5
Mitsubishi,Outlander,13000000,2.4,Автомат,Зөв,Жийп,Саарал,2003,2013,Бензин,Саарал,Лизинггүй,Хойноо RWD,200000,Дугаар авсан,5
Nissan,X-Trail,40000000,2.0,Автомат,Буруу,Жийп,Цагаан,2009,2019,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,180000,Дугаар авсан,5
Mitsubishi,RVR,21000000,2.0,Автомат,Буруу,Жийп,Хар саарал,2018,2020,Бензин,Хар,Лизинггүй,Урдаа FWD,32000,Дугаар авсан,5
Toyota,Sai,36000000,2.4,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2010,2022,Хайбрид,Бор,ББСБ лизингтэй,Урдаа FWD,170000,Дугаар авсан,5
Toyota,"Prius 40, 41",22500000,1.8,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2022,Бензин,Саарал,ББСБ лизингтэй,Урдаа FWD,200000,Дугаар авсан,5
Toyota,Prius 30,17000000,1.8,Автомат,Буруу,Суудлын тэрэг,Ягаан,2013,2022,Бензин,Бусад,ББСБ лизингтэй,Урдаа FWD,181000,Дугаар авсан,5
Lexus,LS,54000000,5.0,Автомат,Буруу,Суудлын тэрэг,Хар,2016,2022,Хайбрид,Хар,Лизинггүй,Бүх дугуй 4WD,150000,Дугаар авсан,5
Ford,F-сери,225000000,3.5,Автомат,Зөв,Жийп,Саарал,2019,2020,Бензин,Хар,Банкны лизингтэй,Бүх дугуй 4WD,650000,Дугаар авсан,4
Mitsubishi,Outlander,45000000,2.0,Автомат,Буруу,Жийп,Цэнхэр,2013,2022,Хайбрид,Бусад,Лизинггүй,Бүх дугуй 4WD,165000,Дугаар авсан,5
Nissan,Patrol,175000000,4.8,Механик,Зөв,Жийп,Хар,2002,2002,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,280000,Дугаар авсан,6
Lexus,LX,320000000,4.7,Автомат,Зөв,Жийп,Хар,2004,2012,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,180000,Дугаар авсан,5
Toyota,"Prius 40, 41",32300000,1.8,Автомат,Буруу,Суудлын тэрэг,Цэнхэр,2017,2023,Бензин,Бусад,Лизинггүй,Урдаа FWD,124300,Дугаар аваагүй,5
Toyota,Hiace,52000000,2.7,Автомат,Буруу,Гэр бүлийн,Цагаан,2008,2022,Бензин,Цагаан шар,ББСБ лизингтэй,Бүх дугуй 4WD,200000,Дугаар аваагүй,4
Lexus,RX,41500000,3.5,Автомат,Буруу,Жийп,Хар,2012,2020,Хайбрид,Хар,Лизинггүй,Бүх дугуй 4WD,151400,Дугаар авсан,5
Toyota,Land Cruiser Prado,41000000,2.8,Автомат,Буруу,Жийп,Цагаан,2017,2023,Дизель,Хар,Лизинггүй,Бүх дугуй 4WD,44700,Дугаар аваагүй,5
Toyota,Hilux,68000000,2.7,Автомат,Буруу,Жийп,Хар,2009,2023,Бензин,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,170000,Шинэ,5
Lexus,RX,135000000,3.5,Автомат,Буруу,Жийп,Хар,2013,2023,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,125000,Дугаар авсан,4
Lexus,HS,25800000,2.4,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2010,2023,Хайбрид,Хар,ББСБ лизингтэй,Урдаа FWD,189000,Дугаар аваагүй,5
Toyota,Camry,65000000,2.4,Автомат,Буруу,Суудлын тэрэг,Саарал,2013,2020,Хайбрид,Хар,Лизинггүй,Урдаа FWD,190000,Дугаар авсан,4
Toyota,Corolla,23000000,1.5,Автомат,Буруу,Суудлын тэрэг,Саарал,2015,2020,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,21000,Дугаар авсан,5
Ford,Бусад,350000000,3.5,Автомат,Зөв,Жийп,Хар,2017,2019,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,56000,Дугаар авсан,4
Toyota,Land Cruiser 200,205000000,4.6,Автомат,Зөв,Жийп,Цэнхэр,2018,2020,Дизель,Хар,Лизинггүй,Бүх дугуй 4WD,60000,Дугаар авсан,5
Toyota,"Prius 40, 41",25000000,1.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2014,2023,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,137000,Дугаар аваагүй,5
Toyota,Prius 20,9500000,1.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2011,2020,Хайбрид,Хар,Лизинггүй,Урдаа FWD,149,Дугаар авсан,5
Toyota,Harrier,15000000,2.4,Автомат,Буруу,Жийп,Шар,2003,2013,Бензин,Шаргал,Лизинггүй,Урдаа FWD,150000,Дугаар авсан,5
Hyundai,Бусад,185000000,1.6,Автомат,Зөв,Жийп,Ногоон,2018,2023,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,67000,Дугаар аваагүй,5
Toyota,Prius 20,16500000,1.5,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2007,2018,Хайбрид,Шаргал,Лизинггүй,Урдаа FWD,150000,Дугаар авсан,5
Toyota,"Prius 40, 41",21000000,1.8,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2013,2013,Хайбрид,Бусад,Лизинггүй,Урдаа FWD,100000,Дугаар аваагүй,5
Toyota,Alphard,13000000,2.4,Автомат,Буруу,Гэр бүлийн,Ногоон,2006,2017,Хайбрид,Шаргал,Лизинггүй,Бүх дугуй 4WD,2000000,Дугаар авсан,5
Toyota,Isis,17000000,1.8,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2012,2021,Бензин,Цагаан шар,ББСБ лизингтэй,Урдаа FWD,2000000,Дугаар авсан,4
BMW,5-сери,88000000,2.2,Автомат,Буруу,Суудлын тэрэг,Цагаан,2011,2019,Бензин,Бусад,Лизинггүй,Хойноо RWD,120000,Дугаар авсан,5
Lexus,HS,30000000,2.4,Автомат,Буруу,Суудлын тэрэг,Цайвар цэнхэр,2010,2023,Хайбрид,Цагаан шар,ББСБ лизингтэй,Урдаа FWD,86000,Дугаар аваагүй,4
BMW,X1,36000000,2.0,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2022,Бензин,Бусад,Лизинггүй,Хойноо RWD,100,Дугаар авсан,4
Toyota,Rumion,23000000,1.5,Автомат,Буруу,Суудлын тэрэг,Хар,2013,2021,Бензин,Хар,Лизинггүй,Урдаа FWD,210000,Дугаар авсан,5
Toyota,Prius 30,19000000,2.0,Автомат,Буруу,Суудлын тэрэг,Саарал,2009,2015,Бензин,Хар,Лизинггүй,Урдаа FWD,10000,Дугаар авсан,4
Toyota,Prius 30,21000000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2019,Хайбрид,Цагаан шар,Лизинггүй,Урдаа FWD,111111111,Дугаар авсан,5
Toyota,4Runner,130000000,4.0,Автомат,Зөв,Жийп,Цагаан,2017,2023,Бензин,Хар,Банкны лизингтэй,Бүх дугуй 4WD,160000,Дугаар аваагүй,5
Lexus,RX,80000000,3.4,Автомат,Буруу,Жийп,Цагаан,2015,2022,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,64000,Дугаар авсан,5
Lexus,HS,28500000,2.4,Автомат,Буруу,Суудлын тэрэг,Цагаан,2009,2023,Хайбрид,Хар,Лизинггүй,Урдаа FWD,120000,Дугаар авсан,5
